,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3615,6900-PXRMS,Male,True,True,True,26,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,False,Electronic check,105.75,2710.25,True
3616,8707-RMEZH,Female,True,True,False,69,True,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,False,Credit card (automatic),87.3,6055.55,False
3617,3346-BRMIS,Female,True,True,False,18,False,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,48.35,810.7,True
3618,3209-ZPKFI,Male,False,True,True,47,True,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,False,Electronic check,54.25,2538.2,False
3619,6479-VDGRK,Female,False,True,True,72,True,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),85.3,6129.2,False
3620,9373-WSLOY,Male,True,True,False,33,False,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,True,Electronic check,50.0,1750.85,False
3621,2933-FILNV,Female,False,True,True,2,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,24.4,36.55,True
3622,3569-JFODW,Female,False,True,True,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),90.95,6652.45,False
3623,9819-FBNSV,Male,True,True,False,37,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),72.25,2575.45,False
3624,9544-PYPSJ,Female,True,True,True,62,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,True,Credit card (automatic),96.1,6019.35,False
3625,1591-XWLGB,Female,False,True,False,71,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.85,1379.6,False
3626,0396-UKGAI,Male,False,False,True,23,True,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,True,Bank transfer (automatic),55.3,1284.2,False
3627,3243-ZHOHY,Female,False,False,False,16,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.1,296.15,False
3628,5186-EJEGL,Male,False,False,False,9,True,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,True,Mailed check,69.5,653.25,False
3629,7527-QNRUS,Male,False,True,True,17,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,25.15,412.6,False
3630,9986-BONCE,Female,False,False,False,4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),20.95,85.5,True
3631,2722-JMONI,Female,True,True,False,1,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,49.55,49.55,True
3632,2203-GHNWN,Female,False,True,False,24,True,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,True,Mailed check,79.65,1928.7,False
3633,3878-AVSOQ,Female,True,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,71.25,71.25,False
3634,3258-SYSWS,Male,True,False,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),113.8,7845.8,False
3635,5296-PSYVW,Female,False,True,False,72,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Electronic check,24.55,1750.7,False
3636,6319-QSUSR,Female,False,False,True,11,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),19.7,216.2,False
3637,4083-EUGRJ,Male,False,False,False,9,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.25,178.5,True
3638,7579-OOPEC,Female,True,True,False,2,True,No,DSL,No,Yes,No,No,No,No,Month-to-month,False,Credit card (automatic),50.15,115.1,True
3639,0512-FLFDW,Female,True,True,False,60,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,True,Credit card (automatic),100.5,6029.0,False
3640,1771-OADNZ,Male,True,True,False,29,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,True,Electronic check,95.9,2745.2,True
3641,0487-CRLZF,Female,False,False,False,49,True,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),74.45,3721.9,False
3642,2107-FBPTK,Female,True,False,False,30,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,104.1,3121.1,False
3643,9451-WLYRI,Female,False,True,False,53,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),19.05,990.45,False
3644,8219-VYBVI,Male,False,False,True,39,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,25.0,1004.35,False
3645,1991-VOPLL,Female,False,False,False,9,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.05,157.65,False
3646,9738-QLWTP,Male,False,False,False,39,True,No,Fiber optic,No,No,Yes,Yes,No,No,One year,False,Electronic check,81.9,3219.75,False
3647,1016-DJTSV,Male,True,False,False,8,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,69.7,572.85,False
3648,9419-IPPBE,Female,False,True,True,51,True,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,True,Electronic check,90.15,4554.85,False
3649,0174-QRVVY,Male,False,True,True,71,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.35,1847.55,False
3650,5699-BNCAS,Male,True,False,False,71,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,24.65,1766.75,False
3651,2900-PHPLN,Female,True,True,False,70,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),19.55,1462.05,False
3652,0612-RTZZA,Female,True,False,False,1,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,25.25,25.25,True
3653,8106-GWQOK,Male,False,True,False,38,False,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),60.0,2193.2,False
3654,8751-EDEKA,Female,False,True,False,28,True,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,False,Credit card (automatic),89.9,2433.5,False
3655,6878-GGDWG,Female,False,True,False,32,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),19.4,641.15,False
3656,4039-PIMHX,Male,True,True,False,49,True,No,DSL,No,Yes,No,No,No,No,Two year,False,Mailed check,49.8,2398.4,False
3657,8450-LUGUK,Female,False,True,True,37,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),24.1,861.85,False
3658,3604-WLABM,Female,False,False,False,10,True,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,False,Electronic check,54.25,583.0,False
3659,0795-GMVQO,Male,False,True,False,67,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,False,Credit card (automatic),109.9,7332.4,False
3660,2259-OUUSZ,Male,False,False,False,7,False,No phone service,DSL,No,No,Yes,Yes,No,No,One year,True,Credit card (automatic),35.5,249.55,False
3661,1142-IHLOO,Female,False,False,False,51,True,No,Fiber optic,No,No,No,No,Yes,Yes,One year,False,Credit card (automatic),87.55,4475.9,False
3662,6410-LEFEN,Female,False,False,False,9,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,45.15,416.45,True
3663,4633-MKHYU,Female,False,False,False,9,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Mailed check,88.4,788.6,False
3664,6257-RJOHI,Male,False,False,False,4,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,True,Mailed check,50.8,202.3,False
3665,1545-JFUML,Male,False,True,False,71,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,True,Electronic check,99.0,6994.6,False
3666,3194-ORPIK,Female,False,True,True,50,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Bank transfer (automatic),84.4,4116.15,True
3667,7826-VVKWT,Female,True,True,True,24,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,True,Electronic check,96.55,2263.45,False
3668,1353-GHZOS,Male,False,True,False,22,True,No,DSL,Yes,No,No,No,Yes,No,One year,True,Bank transfer (automatic),59.75,1374.35,False
3669,2587-EKXTS,Male,False,False,False,44,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,111.5,4915.15,False
3670,5442-BXVND,Female,False,True,True,33,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),24.25,838.5,False
3671,8816-VXNZD,Female,False,False,False,1,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,75.1,75.1,True
3672,9378-FXTIZ,Female,False,True,False,54,True,Yes,DSL,No,No,No,No,Yes,Yes,One year,True,Credit card (automatic),70.15,3715.65,True
3673,1723-HKXJQ,Male,False,False,False,42,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,101.75,4273.45,True
3674,7825-GKXMW,Female,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,45.8,45.8,True
3675,9753-OYLBX,Female,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.5,20.5,False
3676,2364-UFROM,Male,False,False,False,30,True,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,False,Electronic check,70.4,2044.75,False
3677,6656-JWRQX,Female,False,False,False,1,False,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,False,Mailed check,30.55,30.55,False
3678,6473-ULUHT,Male,False,True,True,16,True,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,False,Electronic check,84.9,1398.25,False
3679,1240-KNSEZ,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,20.1,20.1,True
3680,0836-SEYLU,Male,False,True,False,9,False,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,False,Mailed check,40.65,328.95,True
3681,4433-JCGCG,Male,True,True,False,46,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,101.0,4680.05,True
3682,3716-BDVDB,Male,False,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,69.1,69.1,True
3683,7688-AWMDX,Male,False,True,False,71,True,No,DSL,Yes,No,No,Yes,No,No,Two year,False,Bank transfer (automatic),54.5,3778.2,False
3684,2842-BCQGE,Male,False,False,False,43,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Credit card (automatic),75.35,3161.4,False
3685,7244-QWYHG,Male,False,True,False,50,False,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,True,Bank transfer (automatic),44.45,2188.45,False
3686,5899-MQZZL,Female,False,False,False,13,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Mailed check,75.0,999.45,True
3687,6849-OYAMU,Male,False,True,True,19,True,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,False,Bank transfer (automatic),100.0,1888.65,True
3688,5312-UXESG,Female,False,False,False,41,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,False,Bank transfer (automatic),98.05,3990.6,False
3689,9488-HGMJH,Female,True,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,71.15,71.15,True
3690,6038-GCYEC,Female,False,False,False,24,False,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Credit card (automatic),54.15,1240.25,True
3691,2150-WLKUW,Female,False,True,False,40,True,Yes,DSL,No,Yes,No,No,Yes,No,One year,False,Bank transfer (automatic),63.9,2635.0,False
3692,7159-FVYPK,Female,False,True,True,3,True,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,True,Bank transfer (automatic),69.15,235.0,False
3693,7032-LMBHI,Female,False,False,False,37,True,Yes,DSL,Yes,No,No,No,Yes,No,One year,False,Bank transfer (automatic),64.65,2347.85,False
3694,1150-WFARN,Female,False,True,True,67,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),108.75,7156.2,True
3695,6088-BXMRG,Female,False,True,True,32,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,98.85,3089.6,False
3696,3144-AUDBS,Female,False,True,False,6,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,True,Electronic check,49.15,270.8,True
3697,4821-SJHJV,Female,False,True,True,32,True,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,False,Electronic check,89.6,2901.8,False
3698,7346-MEDWM,Female,False,False,False,59,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Electronic check,83.25,4949.1,False
3699,1137-DGOWI,Female,False,True,False,30,True,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,False,Bank transfer (automatic),70.25,2198.9,False
3700,5616-PRTNT,Male,False,False,True,20,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Electronic check,19.4,374.5,True
3701,3812-LRZIR,Female,False,True,True,27,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Electronic check,24.5,761.95,False
3702,4818-QIUFN,Female,True,False,False,20,True,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,79.15,1520.9,True
3703,9483-GCPWE,Male,False,False,True,9,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.1,190.25,False
3704,4227-OJHAL,Female,False,True,True,68,True,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,True,Credit card (automatic),73.0,5163.0,False
3705,9220-CXRSC,Female,False,True,True,69,True,Yes,DSL,Yes,No,No,Yes,No,No,Two year,False,Credit card (automatic),61.4,4059.85,False
3706,4993-JCRGJ,Male,False,False,False,26,True,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,True,Mailed check,84.3,2281.6,False
3707,9537-JALFH,Male,False,True,True,69,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.9,1356.7,False
3708,6698-OXETB,Male,False,False,False,11,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.4,231.45,False
3709,2103-ZRXFN,Male,False,False,False,1,True,Yes,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,50.75,50.75,False
3710,3724-BSCVH,Male,False,True,True,10,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.45,242.4,False
3711,4877-TSOFF,Female,False,True,True,55,True,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,True,Bank transfer (automatic),75.75,4264.25,False
3712,9209-NWPGU,Male,False,False,False,44,True,No,DSL,Yes,No,No,Yes,Yes,No,One year,False,Electronic check,65.4,2774.55,False
3713,6961-VCPMC,Male,True,True,False,46,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,80.4,3605.2,True
3714,7306-YDSOI,Male,False,True,True,69,True,No,DSL,Yes,Yes,Yes,No,No,No,Two year,True,Bank transfer (automatic),59.75,4069.9,False
3715,5288-AHOUP,Male,True,False,False,11,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,78.5,874.2,False
3716,6688-UZPWD,Female,False,True,False,11,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,102.0,1145.35,True
3717,0655-YDGFJ,Male,False,False,False,29,True,No,DSL,No,No,Yes,No,No,No,Month-to-month,False,Bank transfer (automatic),48.95,1323.7,False
3718,8468-EHYJA,Female,False,True,False,57,True,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,99.65,5497.05,False
3719,6823-SIDFQ,Male,False,False,False,28,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),18.25,534.7,False
3720,1097-FSPVW,Female,False,False,False,42,True,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,False,Credit card (automatic),54.55,2455.05,False
3721,2839-RFSQE,Female,False,False,False,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.65,38.7,True
3722,8328-SKJNO,Male,False,False,True,23,False,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,False,Bank transfer (automatic),40.65,947.4,False
3723,7010-ZMVBF,Female,False,True,True,18,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.45,357.0,False
3724,5201-CBWYG,Male,False,True,True,62,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),24.8,1476.25,False
3725,0968-GSIKN,Female,False,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Mailed check,70.8,70.8,True
3726,1965-DDBWU,Male,False,False,False,16,True,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,True,Credit card (automatic),89.05,1448.6,True
3727,9057-SIHCH,Female,False,False,False,3,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,96.6,291.9,True
3728,6352-GIGGQ,Male,False,False,False,67,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,True,Bank transfer (automatic),88.8,5903.15,False
3729,3635-QQRQD,Male,False,False,False,62,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),20.05,1201.65,False
3730,6771-XWBDM,Female,False,True,False,57,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Credit card (automatic),104.5,5921.35,True
3731,2897-DOVND,Male,False,False,False,2,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,69.8,146.65,False
3732,3082-YVEKW,Female,False,True,True,23,True,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,True,Bank transfer (automatic),77.15,1759.4,False
3733,0191-EQUUH,Female,False,False,True,25,False,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,False,Bank transfer (automatic),35.05,844.45,False
3734,7134-HBPBS,Female,True,False,False,72,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),108.1,7774.05,False
3735,3489-HHPFY,Female,False,True,False,2,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,84.05,134.05,False
3736,2926-JEJJC,Female,False,False,False,8,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Bank transfer (automatic),20.2,140.95,False
3737,8601-QACRS,Female,False,False,False,5,True,Yes,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,50.6,249.95,True
3738,4950-BDEUX,Male,False,False,False,35,False,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,False,Electronic check,49.2,1701.65,False
3739,5789-LDFXO,Male,False,False,False,24,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Electronic check,24.6,592.65,False
3740,0508-OOLTO,Female,False,True,True,2,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,71.65,135.75,False
3741,2984-TBYKU,Male,False,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,True,Credit card (automatic),104.9,7732.65,False
3742,9822-WMWVG,Female,False,False,False,41,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,True,Electronic check,106.5,4282.4,False
3743,2391-SOORI,Male,False,False,True,4,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,False,Electronic check,49.35,219.65,True
3744,9040-KZVWO,Male,False,False,False,26,True,No,Fiber optic,No,Yes,No,No,No,No,One year,False,Bank transfer (automatic),75.5,2018.1,False
3745,2645-QTLMB,Male,False,False,False,7,True,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,94.25,669.0,True
3746,4806-HIPDW,Female,False,True,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,68.95,68.95,True
3747,1548-ARAGG,Female,False,True,True,4,True,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,True,Mailed check,58.5,224.85,False
3748,6339-RZCBJ,Male,False,False,False,48,True,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),78.9,3771.5,False
3749,4424-TKOPW,Male,True,False,False,2,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,93.85,196.75,True
3750,4415-WNGVR,Female,True,True,False,12,True,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,True,Electronic check,79.2,943.85,False
3751,2522-AHJXR,Male,False,True,False,60,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,True,Bank transfer (automatic),109.45,6572.85,False
3752,0412-UCCNP,Male,False,False,False,55,True,No,DSL,Yes,No,Yes,Yes,No,No,Two year,True,Electronic check,59.2,3175.85,False
3753,1816-FLZDK,Male,False,False,False,1,False,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,False,Mailed check,29.15,29.15,False
3754,7096-UCLNH,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.05,20.05,False
3755,8443-ZRDBZ,Male,False,False,False,4,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,76.05,318.9,True
3756,9136-ALYBR,Male,False,False,False,1,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,24.45,24.45,True
3757,4615-PIVVU,Female,False,False,False,42,True,No,DSL,No,No,Yes,Yes,No,Yes,Two year,False,Credit card (automatic),66.5,2762.75,False
3758,8885-QSQBX,Female,False,False,False,1,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,False,Bank transfer (automatic),49.55,49.55,False
3759,7479-NITWS,Male,False,False,False,7,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Credit card (automatic),89.35,631.85,True
3760,8617-ENBDS,Male,False,False,False,3,True,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,True,Credit card (automatic),73.6,232.5,False
3761,9385-NXKDA,Female,False,True,False,72,True,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,True,Credit card (automatic),82.65,5919.35,False
3762,0430-IHCDJ,Male,False,False,False,15,True,Yes,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,49.0,749.25,False
3763,2959-MJHIC,Male,False,True,False,4,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,80.35,307.4,True
3764,6674-KVJHG,Female,False,False,False,11,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Electronic check,25.2,245.15,False
3765,1814-DKOLC,Female,False,False,False,5,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,25.45,134.75,False
3766,4201-JMNGR,Female,True,False,False,1,True,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,True,Electronic check,55.8,55.8,True
3767,9351-HXDMR,Male,False,True,False,72,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),110.9,8240.85,False
3768,3537-HPKQT,Female,False,True,False,55,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Credit card (automatic),77.75,4266.4,False
3769,2129-ALKBS,Female,False,True,True,40,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Electronic check,26.2,1077.5,False
3770,5821-MMEIL,Female,False,True,False,57,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.9,1115.6,False
3771,5960-WPXQM,Male,False,False,False,1,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,79.05,79.05,True
3772,0684-AOSIH,Male,False,True,False,1,True,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,95.0,95.0,True
3773,8260-NGFNY,Female,False,False,False,1,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,25.2,25.2,True
3774,1309-XGFSN,Male,True,True,True,52,True,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,80.85,4079.55,False
3775,1866-RZZQS,Male,True,False,False,41,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,98.4,4187.75,True
3776,6968-URWQU,Male,False,True,False,43,True,No,DSL,No,No,No,No,Yes,No,One year,True,Mailed check,56.35,2391.15,False
3777,4742-TXUEX,Female,False,True,True,47,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.3,890.5,False
3778,9631-XEYKE,Male,False,False,False,3,True,Yes,DSL,No,No,No,No,No,No,Month-to-month,False,Bank transfer (automatic),50.4,137.25,False
3779,8631-NBHFZ,Male,True,True,True,66,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,False,Credit card (automatic),79.4,5154.6,True
3780,1335-MXCSE,Male,False,True,True,55,True,No,DSL,No,No,Yes,Yes,No,No,Two year,True,Credit card (automatic),55.25,3119.9,False
3781,8873-TMKGR,Male,False,False,False,29,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.1,529.5,False
3782,8800-JOOCF,Female,False,False,True,12,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,84.05,966.55,False
3783,1469-LBJQJ,Female,False,True,False,66,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,105.2,6936.85,False
3784,4958-XCBDQ,Male,True,False,False,35,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,101.4,3496.3,True
3785,8337-UPOAQ,Male,True,True,False,10,True,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,True,Electronic check,89.8,914.3,True
3786,0064-YIJGF,Male,False,True,True,27,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),75.75,1929.0,False
3787,2386-OWURY,Female,False,False,False,58,True,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,95.3,5817.7,False
3788,1725-IQNIY,Male,False,True,False,54,True,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),109.75,6110.2,True
3789,0310-VQXAM,Male,False,False,False,9,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.85,178.8,False
3790,6598-RFFVI,Male,False,False,False,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),19.3,28.3,True
